Job_Id,Emp_Type,Job_Title,Company,Date_Posted,Year_Experience,Seniority,Category,Requirements,Min_Salary,Max_Salary,Avg_Salary,Salary_range,Information Technology,Telecommunications,Engineering,Sciences,Finance,Healthcare,Management,Consulting,Logistics,Civil,Others,python,java,scala,hadoop,sql,spark,tensor,scikit,linux,pytorch,theano,caffe,Matlab,perl,deep,nlp,apache,mapreduce,aws,azure,container,kafka,cassandra,julia,jupyter,nltk,tableau,power bi,sas,pandas,git,hive,impala,agile,machine,bash,natural language,oracle,cloud,flask,golang,optimization,c#,opencv,vision,api,jira
JOB-2020-0000817,Permanent,Data Science & AI Programme Manager,GOVERNMENT TECHNOLOGY AGENCY,Posted 25 Mar 2020,,Middle Management,Information Technology Public  Civil Service,across whole- -government data software methodologies best practices data science & players organisations engage data science & data science- maintain data science & whole- -government manage aspects execution degree diploma computer science information technology 3 relevant consulting/project management business analytics working large-scale projects aspects planning stakeholder management understanding group strong understanding data science & data architecture language oral independently data science tools working data science & prior projects,5500.0,8000.0,6750.0,High,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MCF-2020-0071269,Permanent,Software Architect (Data Science),YOJEE PTE. LTD.,Posted 25 Mar 2020,2,Executive,Engineering,& learning algorithms cutting problems finding - . build maintain scalable data pipeline data . basic preparation. visualisation . big data technologies data respond real time. minimum bachelor degree computer science computer engineering equivalent . minimum 2 machine learning data analysis. proficient software programming database scikit- hadoop. big . proficient statistical . working agile software development practices. distributed . encouraged apply position. scikit-learn. machine learning . . proficient statistical .,5700.0,7400.0,6550.0,High,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MCF-2020-0070847,Permanent,Manager (Data Security) (JD#5939),SCIENTE INTERNATIONAL PTE. LTD.,Posted 25 Mar 2020,5,Manager,Information Technology,degree computer science engineering information security data 3 relevant data standards information risk regulatory challenges articulate enterprise data vision translate versed stakeholder management excellent communication proactive . certifications data science data platforms. implement data processes data support enterprise ensure enterprise assess risk ( ) involved understand data flows/ data sources support enhancement transformation data use engage stakeholders practices .,4500.0,8000.0,6250.0,High,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MCF-2020-0070901,Contract Permanent,Data Scientist (Scientific Infrastructure and Analytics) ICES,A*STAR RESEARCH ENTITIES,Posted 25 Mar 2020,2,Non-executive,Sciences  Laboratory  R&D,researchers establish data model chemistry/process establish data completeness data. apply build analytics scientific . management develop strategy limited identifying chemistry/ processing visualizations self-service. researchers create effectiveness act project teams application process modeling support catalyst chemistry/process development. data- data- data- analysis methods apply business techniques internal external business network phd masters degree science computer science . ( 2-5 (phd) 5 (masters) operations technology problems apply high degree innovation. working large data management analysis well strategies visualization communication statistical data management data security data visualization science. programming languages platforms r python java c++ python .net sql working artificial neural networks ( ) algorithms ( ) multi- understanding chemistry desirable excellent communication oral written flexibility demands responsibilities plan/ tasks documentation efficiently multi- -,4500.0,9000.0,6750.0,High,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
JOB-2019-0181900,Permanent,Infrastructure Engineer Infrastructure Data & Platform,GOVERNMENT TECHNOLOGY AGENCY,Posted 25 Mar 2020,,Middle Management,Information Technology Public  Civil Service,building management new data platform whole- - responsible development real-time batch data processing pipelines scale data collaborate stakeholders whole- -government degree computer science computer electronics engineering information technology disciplines minimum 3 relevant deploying services roles familiar frameworks spark understanding programming languages python java scala sql concepts data warehousing : building data use flink data science libraries python understand domain / building data use flink data science libraries python understand domain / player strong analytical problem solving,5000.0,10000.0,7500.0,High,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
MCF-2020-0071259,Permanent,Manager Digital Experience - Global Finance,JOHNSON & JOHNSON PTE. LTD.,Posted 25 Mar 2020,5,Manager,Information Technology,identify user requirements solutions project use develop experiences understanding data collaboration manage internal stakeholders development innovation testing stakeholders management management maintain features - -date trends space data analytics data science 5 8 relevant ux human- thinking / human- mind-set data problem-solving proven track record . variety communication ( written verbal) . technical non-technical problem-solving deal point strong program strong sense ownership spirit done -functional analytical strong problem- oriented driven individual preferred must lead teamwork drive common goals achievements written,8000.0,16000.0,12000.0,High,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
JOB-2020-0000812,Permanent,DevOps Engineer (Enterprise Information Management),GOVERNMENT TECHNOLOGY AGENCY,Posted 25 Mar 2020,,Middle Management,Information Technology Public  Civil Service,operational support system participate building big data infrastructure analytics data science code deployment components system deployments existing new integration delivery (ci/cd) pipeline applications liaise 3rd / manage technical issues degree diploma computer science information technology disciplines - sql preferably business intelligence data management limited : sql services (ssis) sql services ( ) sql services (ssrs) power one : (e.g. products) (e.g. docker) review / automated data platforms (e.g. ) scripting languages (e.g. powershell r python) . integration tools player communication (interpersonal verbal) sql services (ssis) sql services ( ) sql services (ssrs) power (e.g. products) (e.g. docker) review / automated data platforms (e.g. ) scripting languages (e.g. powershell r python) . integration tools,5000.0,8000.0,6500.0,High,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MCF-2020-0071117,Permanent,Lead Data Scientist (Fintech),MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD,Posted 25 Mar 2020,7,Manager,Consulting Information Technology Sciences  Laboratory  R&D,lead development validation high- machine features solutions real- contribute product mentor multi- science data engineering research-oriented implementation scale fast-paced environment communicate effectively working 7 relevant including 1 exposure masters phd equivalent quantitative field (computer science artificial intelligence .) advanced statistical machine learning models: logistic learning models ( / ) proficient scikit-learn hadoop spark sql . proficiency amazon web . additional proficiency natural language proficiency keras / deep track record science projects delivering end end.,8000.0,10000.0,9000.0,High,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
JOB-2020-0000816,Permanent,Software Engineer Artificial Intelligence Platforms,GOVERNMENT TECHNOLOGY AGENCY,Posted 25 Mar 2020,,Middle Management,Information Technology Public  Civil Service,opportunities cloud ( ) - learn share multi-disciplinary practices share expertise mentor engineers help - ideas testing . quickly possible . ownership - addition means done ideas . . - working new means working . learn new technologies languages encouraged essential. demonstrated build software problems code engineers interest data science machine learning initiative want public,5000.0,8500.0,6750.0,High,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
MCF-2020-0071562,Contract Permanent,Digital Product Specialist (Banking),OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,Posted 25 Mar 2020,8,Professional,Information Technology,masters fundamentals capabilities .e. customer & products / business phases products services well new product/ service product/ lead . (new) risk compliance improvements new ideas implementations. uses / technical expertise contribute events ( ) product/ service develop maintain track developments ( area methods ) development new products services -products. feasibility role requirements minimum 7-10 banking project understanding minimum 3-5 requirements user engineering data science software engineering background / product manager strong software leadership excellent communication presentation high degree comfort speaking must player strong analytical quantitative demonstrated think high-energy job influence around build sense comfortable & passion innovation attitude,10000.0,12000.0,11000.0,High,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
MCF-2020-0071595,Permanent,Investment Analyst,LEGEND ASSET MANAGEMENT PTE. LTD.,Posted 25 Mar 2020,,Executive,Banking  Finance,- interests technology services. develop test analytical numerical excellent communication issues - applied science business process,4500.0,6000.0,5250.0,Med,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCF-2020-0070394,Contract Permanent,IT - Data Science Analyst,NTT DATA SINGAPORE PTE. LTD.,Posted 24 Mar 2020,1,Executive,Information Technology,university degree higher statistics/ data science/ computing/engineering strong background understanding data analysis machine learning spark sql/ -system ( pig .) end deployment production operating system software development life time datasets unstructured data sources analysis,5000.0,8500.0,6750.0,High,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MCF-2020-0070586,Permanent,Senior Staff Data Scientist,SEAGATE SINGAPORE INTERNATIONAL HEADQUARTERS PTE. LTD.,Posted 24 Mar 2020,7,Professional,Engineering Manufacturing Sciences  Laboratory  R&D,subject matter experts questions development visualizations machine learning industry 4.0 projects lead data science projects area deep data mining exploration develop machine learning deep learning algorithms leverage / machine learning methods effectiveness value subject matter staff python sql r machine learning deep learning data mining data structures - keras rnn time series analysis full- development. hadoop spark. control systems git. understanding software leadership lead staff close teamwork self-motivated. self-starter. influence. well environment written communication . strong clear well native non- participate conference hours working : sensing & & industry 4.0 . time-series research topics predictive analytics - time-series language intelligence machine java plus,7000.0,14000.0,10500.0,High,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
MCF-2020-0070323,Permanent,Finance Associate,NETFLIX PTE. LTD.,Posted 24 Mar 2020,5,Executive,Banking  Finance,report strategy & analysis based singapore partner go- content . deal ( testing .) partnership creative teams key trends reports - - leaders post- optimization improvement - cs& well data required fast-paced intellectual results integrity ethics. must flexible 2-5 / media/ / strategy/business development/ . worked highly- environment analysis prior media/ plus prior markets familiarity analysis & statistics bachelor degree mathematics statistics relevant field english /,12000.0,15000.0,13500.0,High,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MCF-2020-0068996,Permanent,Data Science & AI Training Instructor,SEAGATE SINGAPORE INTERNATIONAL HEADQUARTERS PTE. LTD.,Posted 23 Mar 2020,5,Senior Executive,Engineering Manufacturing Sciences  Laboratory  R&D Others,area data science advanced analytics grow . learning solving data science techniques maintain program subject (sme) program closely develop workshops . solutions. best practices respond queries provide support queries - science projects part certification required conference hours communicate stakeholders oral written communication . concepts clear organizational time management professional ethics self-starter. well environment well native non- scientist passionate proficient - python sql r tensorflow - understanding hadoop machine learning deep learning data mining data relevant data science/ relevant / delivering data science/ plus.,5000.0,8000.0,6500.0,High,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MCF-2020-0069198,Permanent,Principal (Data / AI / Analytic),INFOSYS CONSULTING PTE. LTD.,Posted 23 Mar 2020,10,Middle Management,Consulting,demonstrated digital/data/ai /data scientist/data insights: analytics business strategies artificial intelligence(ai) machine learning data science business intelligence. sets data sets visualization data analytics tools - ecosystem including ( limited ) process business advisory function financial services / information / help execution improve products value client business sets data/information / transformation - expertise implementation ai/analytics/data data data security. part / budget management controls risks issues / consulting . understanding assets. data assess bi/ develop - architecture business case outcomes data modelling context big data real-time data project management . deliverables value client . risks. across domains- / machine learning data management data architecture. deployment delivery leadership ip area specialization. bachelors degree advanced degree ( phd .) e.g. customer strategy journey segmentation advanced model process cost . qualifications marketing . analytical : findings - . collaborative social: must wide variety people. . strong problem solving : world clients. -build clients internal stakeholders,10000.0,14000.0,12000.0,High,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
MCF-2020-0069190,Permanent,Senior Principal (Data / AI / Analytics),INFOSYS CONSULTING PTE. LTD.,Posted 23 Mar 2020,10,Middle Management,Consulting,demonstrated digital/data/ai /data scientist/data insights: analytics business strategies artificial intelligence(ai) machine learning data science business intelligence. sets data sets visualization data analytics tools - ecosystem including ( limited ) process business advisory function financial services / information / help execution improve products value client business sets data/information / transformation - expertise implementation ai/analytics/data data data security. part / budget management controls risks issues / consulting . understanding assets. data assess bi/ develop - architecture business case outcomes data modelling context big data real-time data domains- / machine learning data management data architecture. client interactions builds ip project members hard . approach get conversations new lead opportunities. self . . bachelors degree advanced degree ( phd .) e.g. customer strategy journey segmentation advanced model process cost . qualifications marketing . analytical : findings - . collaborative social: must wide variety people. . strong problem solving : world clients. -build clients internal stakeholders,13000.0,18000.0,15500.0,High,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
MCF-2020-0069107,Permanent,A1 Support Engineer,DATAROBOT SINGAPORE PTE. LTD.,Posted 23 Mar 2020,3,Professional,Information Technology,respond customers datarobot problems datarobot platform matter scientists engineers develop support services value datarobot platform career data science products aws analyst working bi tools. sql r python working verbal written communication 3+ analytical technical passion learn bachelor degree relevant field (computer science ) equivalent degree computer science data science jupyter data science data analyst working big data. respond customers datarobot problems datarobot platform matter scientists engineers develop support services value datarobot platform career data science,5000.0,12500.0,8750.0,High,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCF-2020-0069476,Permanent,Data Scientist,PALO IT SINGAPORE PTE. LTD.,Posted 23 Mar 2020,3,Executive,Consulting Information Technology,ai & machine fit clients state- - -art methods solve problems efficient manner algorithms statistical machine learning techniques patterns large data sets potential improvement emerging technologies (e.g. deep learning nlp) collaborate clients practices build - - gather data features well machine data- participate development assets/ contribute thought leadership research phd degree computer science statistics discipline performance analytic required 3 working supervised/ learning techniques algorithms applied languages ( ) sas spss . machine learning frameworks(e.g scikit- tensorflow) / data (e.g. ) data- wrangling data modelling exposure tools / libraries(eg. tableau . ) willingness data science techniques deep learning nlp... willingness part multi-disciplinary business problems end- -end,5000.0,8000.0,6500.0,High,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MCF-2020-0069641,Permanent,Project Manager (Visual Communication),NANYANG TECHNOLOGICAL UNIVERSITY,Posted 23 Mar 2020,5,Professional,Sciences  Laboratory  R&D,oversee (android ios) apps integration ai bachelor degree ( ) background art projects 5 relevant academic,4200.0,6200.0,5200.0,Med,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCF-2020-0068885,Contract Permanent,Software Architect (Special Projects) AI3 A*STAR,A*STAR RESEARCH ENTITIES,Posted 22 Mar 2020,15,Manager,Engineering Sciences  Laboratory  R&D,drive required developing software well ensure quality . provide develop software document well -components -flows achieve 15+ bachelor degree electrical/electronics/computer engineering. technical data management/artificial project management multi-stakeholder management people- strong programming quantitative (e.g. statistical analysis) independently,7900.0,13800.0,10850.0,High,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCF-2020-0067896,Permanent,Data Science Lead,WIPRO LIMITED (SINGAPORE BRANCH),Posted 20 Mar 2020,7,Professional,Information Technology,manage data science machine learning project predictive performance data- experiment organizational goals overall 7-10 machine learning data scientist raw data come data science projects data management visualization techniques sql nosql organizational leadership degree computer science data science,5000.0,10000.0,7500.0,High,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MCF-2020-0067824,Permanent,Data Engineer,TALENT STORK PTE. LTD.,Posted 20 Mar 2020,5,Junior Executive,Information Technology,involved development . designing developing scaling big data technologies . tools data pipeline insights key metrics. build transformation data wide variety data sources sql data technologies. complex data sets / non- requirements. key understand . identify : - scalability . designing data models efficiency quality data. programming programming languages : c c++ python building data pipeline data analytics solutions. strong analytical communication driven understand data. performance tuning . database development relational /distributed systems oracle/ /vertica/hadoop data science machine learning tools/technologies plus.,5000.0,7000.0,6000.0,Med,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
MCF-2020-0067984,Permanent,Data Scientist,FPT INFORMATION SYSTEM SINGAPORE PTE. LTD.,Posted 20 Mar 2020,3,Professional,Information Technology,member - data analytics works machine learning ( learning) experimental optimization. oversee technical partners /services data analytics data science ai. users assessment/validation partner- deployment production. dashboards . data visualization. closely application development teams /machine restful-api microservices. bs computer science mathematics discipline required. advanced degree analytics machine learning ai preferred. python. algorithm data structure sql. functional/object- development java scala plus. 2 relevant industry two : - machine learning ai information retrieval. gpu- deep learning frameworks ( keras tensorflow pytorch) plus. working -reduce systems spark kafka. inference. working data visualization tools powerbi qlik. agile/scrum/ plus. - aws gcp plus. excellent interpersonal & communication non- users. proven problem-solver.,6000.0,7500.0,6750.0,High,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
MCF-2020-0068392,Permanent,Product Manager (AI and Cloud Software),ASUS GLOBAL PTE. LTD.,Posted 20 Mar 2020,4,Manager,Information Technology,- models go- - building roadmap marketing business comfortable development startup markets fields business . minimum 4 product management creating new product /familiarity ai/ml/data startup creation fast-paced dynamic environment english relationships travel meet clients,5000.0,8000.0,6500.0,High,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
